hhid,hhgroup,sample_segment,sample_county,final_cnty,cityofredmond,cityofseattle,psrc,final_home_tract,final_home_bg,final_home_puma10,final_home_rgcnum,final_home_uvnum,final_home_taz2010,travelweek,traveldate,dayofweek,hhsize,vehicle_count,numadults,numchildren,numworkers,lifecycle,hhincome_detailed,hhincome_followup,hhincome_broad,car_share,rent_own,res_dur,res_type,res_months,offpark,offpark_cost,streetpark,prev_home_wa,prev_home_tract,prev_home_bg,prev_home_puma10,prev_home_rgcname,prev_home_taz2010,prev_home_notwa_notus,prev_home_notwa_city,prev_home_notwa_zip,prev_home_notwa_state,prev_rent_own,prev_res_type,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,rmove_optin,diary_incentive_type,extra_incentive,call_center,mobile_device,contact_email,contact_phone,foreign_language,google_translate,recruit_start_pt,recruit_end_pt,recruit_duration_min,numdayscomplete,day1complete,day2complete,day3complete,day4complete,day5complete,day6complete,day7complete,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17100984,2,54,King,1,0,1,0,53033003000,530330030002,11601,1,13,143,4,4/26/17,4,3,2,3,0,3,7,5,,3,2,2,5,1,1,1,0,1,,,,,,,,,,,,,4,5,5,3,4,5,4,5,5,,4,0,0,0,,,0,0,34:42.4,56:28.2,22,1,1,,,,,,,8,1,14.45,14.45
17100986,1,57,King,1,0,1,0,53033004302,530330043022,11602,24,31,285,2,4/11/17,3,1,1,1,0,1,3,3,,2,2,2,4,4,1,3,0,1,1,,,,,,,,,,4,1,2,5,2,1,1,1,4,4,4,1,,0,0,0,1,0,0,0,09:26.9,24:31.8,15,5,1,1,1,1,1,0,0,23,3,7.240509163,2.413503054
17100992,2,31,King,1,1,0,0,53033032313,530330323134,11607,1,0,1930,6,5/11/17,5,1,1,1,0,1,4,6,,4,2,2,1,4,1,1,0,3,2,,,,,,0,tampa,,9,1,1,5,5,1,4,4,1,1,1,4,2,1,0,0,0,1,0,0,0,53:26.7,10:09.0,17,1,1,,,,,,,2,1,6.575,6.575
17101013,2,1,Pierce,3,0,0,1,53053940003,530539400033,11505,1,0,3179,1,4/6/17,5,1,0,1,0,0,3,1,,1,2,2,5,4,1,1,0,1,,,,,,,,,,,,,3,5,4,3,3,3,3,5,4,,4,0,1,0,,,0,0,40:51.1,51:12.1,11,1,1,,,,,,,3,1,6084.920087,6084.920087
17101031,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1654,7,5/18/17,5,2,1,2,0,1,6,7,,5,2,2,2,4,1,1,80,3,2,,,,,,1,,,,2,4,5,4,3,3,3,1,3,4,5,2,2,1,0,0,1,0,0,0,14:30.3,41:18.1,27,1,1,,,,,,,16,1,4.275,4.275
17101042,1,56,King,1,0,1,0,53033007300,530330073002,11603,20,14,489,4,4/25/17,3,1,0,1,0,0,4,1,,1,2,2,2,4,1,4,0,3,1,53033009500,530330095002,11604,,645,,,,,2,4,5,5,1,1,5,1,3,5,5,1,,0,0,1,1,0,0,1,25:01.3,41:13.7,16,6,1,1,1,0,1,1,1,11,4,75.22126258,18.80531564
17101064,2,11,King,1,0,0,1,53033011101,530330111011,11604,1,0,772,4,4/25/17,3,1,0,1,0,0,4,2,,1,2,2,5,4,1,10,0,1,,,,,,,,,,,,,1,5,1,1,1,1,1,5,4,,1,0,0,0,1,0,0,0,27:38.9,33:46.8,6,1,1,,,,,,,2,1,6331.669632,6331.669632
17101079,2,11,Pierce,3,0,0,1,53053071503,530530715032,11504,1,0,3395,1,4/4/17,3,1,0,1,0,1,3,5,,3,2,2,4,4,1,10,0,3,1,53053071504,530530715042,11504,,3362,,,,,2,6,4,5,4,1,1,1,1,5,4,,2,0,0,0,1,1,0,0,58:58.5,07:07.1,9,1,1,,,,,,,4,1,5601.817525,5601.817525
17101086,1,51,King,1,0,1,0,53033008001,530330080014,11603,20,7,451,6,5/9/17,3,3,1,2,1,2,1,7,,5,2,1,4,4,1,1,0,1,2,,,,,,0,Arlington ,,47,2,4,5,4,4,3,4,3,2,5,5,1,,0,0,1,1,0,0,0,14:13.5,34:57.1,20,4,1,1,1,1,0,0,0,99,3,557.4,185.8
17101128,2,54,King,1,0,1,0,53033001701,530330017011,11601,1,20,90,1,4/5/17,4,2,2,2,0,2,7,7,,5,2,2,2,4,1,1,0,3,1,53033000800,530330008002,11602,,55,,,,,2,1,5,5,5,5,3,3,4,4,4,,1,0,0,0,1,0,0,0,04:25.1,19:21.2,15,1,1,,,,,,,4,1,14.45,14.45
17101130,1,13,King,1,0,0,1,53033005400,530330054004,11601,1,0,316,4,4/25/17,3,1,1,1,0,1,4,7,,5,1,2,2,1,1,0,,1,1,53061940001,530619400013,11706,,2180,,,,,4,1,4,5,4,1,2,1,4,4,5,1,,0,0,0,1,0,0,0,31:43.5,36:45.2,5,7,1,1,1,1,1,1,1,48,4,212.6,53.15
17101179,2,53,King,1,0,1,0,53033005301,530330053014,11602,24,36,304,2,4/13/17,5,2,2,2,0,1,6,3,,2,1,2,4,4,2,3,120,3,1,53033004100,530330041002,11602,,297,,,,,2,4,5,5,4,3,4,1,1,5,5,,1,0,0,1,1,0,0,0,52:31.9,00:09.4,8,1,1,,,,,,,8,1,24.70379114,24.70379114
17101213,2,11,Pierce,3,0,0,1,53053061500,530530615003,11501,27,0,2807,5,5/3/17,4,2,1,2,0,2,6,5,,3,2,2,1,4,1,0,,1,1,53033030308,530330303084,11612,,1120,,,,,2,4,4,5,4,3,1,3,4,5,5,,1,0,0,0,1,0,0,0,09:53.3,20:51.0,11,1,1,,,,,,,10,1,267.425,267.425
17101223,1,54,King,1,0,1,0,53033009600,530330096002,11605,1,3,680,8,5/23/17,3,5,4,2,3,2,2,10,,5,2,1,6,1,1,2,0,3,,,,,,,,,,,,,5,4,3,3,4,3,2,4,5,1,,0,0,0,1,0,0,0,17:12.3,38:15.8,21,2,1,1,0,0,0,0,0,71,2,346.8,173.4
17101236,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,3,4/19/17,4,1,0,1,0,0,5,3,,2,1,1,7,1,1,2,0,2,,,,,,,,,,,,,4,5,4,1,4,3,2,5,5,,1,0,0,0,1,0,0,0,04:54.4,21:51.4,17,1,1,,,,,,,7,1,9.792912859,9.792912859
17101240,2,11,Pierce,3,0,0,1,53053071503,530530715031,11504,1,0,3394,4,4/25/17,3,2,4,2,0,1,8,6,,4,2,1,7,1,1,4,0,1,,,,,,,,,,,,,3,5,3,3,4,4,4,3,4,2,2,0,0,0,0,1,0,0,26:39.7,54:22.7,28,1,1,,,,,,,24,1,267.425,267.425
17101250,2,57,King,1,0,1,0,53033010300,530330103005,11604,1,11,721,4,4/27/17,5,2,2,2,0,2,6,5,,3,1,2,1,4,1,0,,1,2,,,,,,0,Albuquerque,,31,2,4,5,4,4,1,5,1,2,5,5,,1,0,0,0,1,0,0,0,47:26.9,57:17.4,10,1,1,,,,,,,10,1,9.189551278,9.189551278
17101263,1,50,King,1,0,1,0,53033007300,530330073003,11603,23,33,432,5,5/2/17,3,1,0,1,0,1,3,6,,4,1,2,1,4,1,10,285,1,1,53033009000,530330090002,11604,,618,,,,,2,4,5,4,4,3,4,1,3,5,5,1,,0,0,0,1,0,0,0,27:51.0,35:17.1,8,5,1,0,1,1,0,1,1,34,3,102.1570372,34.05234573
17101275,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,9,5/31/17,4,1,1,1,0,0,4,11,1,1,2,2,2,4,1,1,0,3,1,53033008400,530330084001,11603,Seattle First Hill/Capitol Hill,567,,,,,4,4,3,5,3,1,4,1,5,1,4,,1,0,0,0,1,0,0,0,07:37.4,32:07.2,25,1,1,,,,,,,6,1,98.93044354,98.93044354
17101291,2,22,King,1,1,0,0,53033032324,530330323241,11607,1,0,1678,9,5/31/17,4,1,1,1,0,1,4,10,,5,2,1,6,1,1,6,0,1,,,,,,,,,,,,,1,3,3,3,3,3,3,1,1,,1,0,0,0,1,0,0,0,12:00.3,20:42.4,8,1,1,,,,,,,2,1,16.1,16.1
17101319,2,58,King,1,0,1,0,53033009100,530330091002,11603,20,10,628,3,4/18/17,3,1,0,1,0,1,3,3,,2,2,2,1,4,1,10,100,3,2,,,,,,0,Urbana,,13,2,4,5,4,1,1,1,1,4,5,4,2,1,0,0,0,1,0,0,0,22:04.7,37:14.8,15,1,1,,,,,,,2,1,12.30547166,12.30547166
17101325,1,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1653,3,4/18/17,3,2,1,2,0,2,6,5,,3,2,1,1,4,1,1,0,3,1,53033023603,530330236032,11608,,1563,,,,,2,4,5,5,4,5,5,5,4,5,5,1,,1,0,0,1,0,0,0,24:51.3,46:27.2,22,6,1,1,1,0,1,1,1,58,4,2.65,0.6625
17101335,2,3,King,1,0,0,1,53033023000,530330230003,11608,1,0,1578,3,4/18/17,3,1,0,1,0,1,3,5,,3,2,2,2,4,1,10,0,3,1,53033005301,530330053014,11602,Seattle University Community,304,,,,,2,6,5,3,3,3,1,1,1,4,4,,1,0,0,0,,,0,0,36:11.5,42:51.3,6,1,1,,,,,,,3,1,494.8480405,494.8480405
17101344,2,3,King,1,0,0,1,53033025006,530330250063,11609,1,0,1385,3,4/19/17,4,3,3,2,1,0,2,8,,5,2,1,5,1,1,5,0,3,,,,,,,,,,,,,5,3,1,3,4,1,5,2,2,,1,0,0,0,1,0,0,0,56:35.2,12:21.1,16,1,1,,,,,,,4,1,7545.427388,7545.427388
17101375,1,57,King,1,0,1,0,53033010300,530330103005,11604,1,11,720,6,5/9/17,3,4,2,2,2,2,1,6,,4,2,1,5,1,1,1,0,1,,,,,,,,,,,,,4,4,3,3,2,4,3,4,5,1,,0,0,0,1,0,0,0,53:17.3,36:31.1,4723,4,0,1,1,1,0,1,0,128,2,7.840109055,3.920054528
17101379,2,23,King,1,1,0,0,53033032321,530330323213,11616,1,0,1714,8,5/25/17,5,4,2,2,2,2,2,8,,5,2,1,5,1,1,3,0,1,,,,,,,,,,,,,4,4,3,4,5,5,4,3,4,,1,0,0,0,1,0,0,0,14:45.2,26:17.3,12,1,1,,,,,,,10,1,23.875,23.875
17101385,2,51,King,1,0,1,0,53033003200,530330032002,11601,1,5,245,4,4/27/17,5,1,1,1,0,1,4,3,,2,2,2,6,1,1,0,,3,,,,,,,,,,,,,4,4,1,1,4,1,5,1,1,,4,0,1,0,,,0,0,40:37.7,06:37.1,10106,1,1,,,,,,,5,1,23.24743906,23.24743906
17101391,2,58,King,1,0,1,0,53033004302,530330043022,11602,24,31,287,7,5/18/17,5,2,0,2,0,1,7,3,,2,2,2,2,4,1,10,0,1,1,53033004200,530330042002,11602,,205,,,,,2,4,5,5,5,4,4,4,4,5,5,,4,0,0,0,,,0,0,46:54.1,56:22.0,10,1,1,,,,,,,2,1,6.775,6.775
17101436,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,3,4/20/17,5,2,1,2,0,0,8,4,,2,2,2,4,4,1,1,0,1,1,53033021500,530330215004,11606,,1816,,,,,1,1,3,3,3,3,3,3,3,3,4,2,1,0,0,1,1,0,0,0,58:39.0,13:01.0,15,1,1,,,,,,,4,1,6.102911994,6.102911994
17101448,2,1,King,1,0,0,1,53033000402,530330004021,11601,1,0,36,1,4/6/17,5,2,2,2,0,0,8,11,6,6,2,1,6,1,1,4,0,1,,,,,,,,,,,,,1,3,5,1,1,1,5,1,3,,1,0,0,0,1,0,0,0,22:37.4,35:35.6,13,1,1,,,,,,,0,1,639.110738,639.110738
17101469,2,1,Snohomish,4,0,0,1,53061050700,530610507005,11701,1,0,2642,9,5/31/17,4,3,2,2,1,1,2,4,,2,2,2,3,4,1,2,0,3,1,53033029700,530330297003,11613,Kent,1255,,,,,2,3,5,3,4,3,4,5,3,5,5,,1,1,0,0,,,0,0,50:32.2,03:16.1,13,1,1,,,,,,,4,1,6778.009065,6778.009065
17101489,2,1,Snohomish,4,0,0,1,53061050102,530610501022,11702,1,0,2496,8,5/25/17,5,2,2,2,0,2,7,5,,3,2,2,2,4,1,10,35,3,1,53035091204,530350912041,11801,Silverdale,3533,,,,,2,4,5,4,1,1,1,1,1,1,2,,2,1,0,1,1,0,0,0,56:12.0,09:45.2,13,1,1,,,,,,,4,1,560.4317482,560.4317482
17101504,2,54,King,1,0,1,0,53033001701,530330017011,11601,1,20,91,5,5/2/17,3,4,1,2,2,2,1,10,,5,1,1,2,1,1,3,0,1,1,53033002600,530330026001,11602,,118,,,,,1,1,5,4,3,4,4,5,5,5,5,,2,0,0,0,1,0,0,0,30:27.2,37:29.0,7,1,1,,,,,,,21,1,15.73228194,15.73228194
17101517,2,11,Pierce,3,0,0,1,53053072312,530530723122,11503,1,0,2989,1,4/6/17,5,2,2,2,0,2,6,3,,2,2,2,4,2,1,0,,1,1,53053070703,530530707033,11505,,3142,,,,,4,1,5,5,5,4,4,3,4,1,4,2,2,0,0,0,1,0,0,0,02:47.8,23:31.7,21,1,1,,,,,,,4,1,268.334362,268.334362
17101545,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,5,5/2/17,3,2,1,1,1,1,2,2,,1,2,2,4,2,1,1,0,1,1,53033032309,530330323092,11607,Redmond Downtown,1674,,,,,2,4,3,4,4,5,3,4,4,4,5,,1,1,0,0,1,0,0,0,17:14.0,33:16.1,16,1,1,,,,,,,14,1,4.721796621,4.721796621
17101592,2,3,Snohomish,4,0,0,1,53061053602,530610536022,11705,1,0,2216,6,5/10/17,4,4,1,2,2,1,1,5,,3,1,1,1,1,1,10,0,3,1,53033020300,530330203004,11606,,1833,,,,,2,2,2,4,4,1,2,4,5,1,1,,4,0,0,0,1,0,0,0,34:48.4,44:44.8,10,1,1,,,,,,,8,1,506.9518648,506.9518648
17101606,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,7,5/18/17,5,2,2,2,0,2,7,8,,5,2,2,5,4,1,1,0,1,,,,,,,,,,,,,5,4,3,1,2,1,3,3,5,,2,1,0,0,1,0,0,0,30:07.2,44:46.6,14,1,1,,,,,,,5,1,4.275,4.275
17101617,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,2,4/11/17,3,1,1,1,0,1,3,8,,5,2,2,3,4,1,1,85,2,2,,,,,,0,Clevelang Heights,,35,2,4,5,3,4,2,2,1,4,4,5,2,1,1,0,0,1,0,0,0,59:01.4,04:54.1,5,1,1,,,,,,,3,1,4.275,4.275
17101619,1,51,King,1,0,1,0,53033007402,530330074021,11603,21,9,429,8,5/23/17,3,1,1,1,0,1,3,8,,5,1,2,2,4,1,1,100,3,1,53033023804,530330238041,11608,Bellevue,1544,,,,,2,3,5,5,3,3,4,3,5,5,4,1,,0,0,0,1,0,0,0,54:54.8,07:38.9,13,2,1,1,0,0,0,0,0,14,2,195.3645198,97.6822599
17101626,1,52,King,1,0,1,0,53033005900,530330059001,11603,1,6,341,2,4/11/17,3,2,1,2,0,1,6,5,,3,2,2,1,4,2,1,85,1,2,,,,,,0,MONROE,,18,2,4,5,5,4,3,5,5,5,5,5,1,,0,0,0,1,0,0,0,08:28.9,22:06.0,14,7,1,1,1,1,1,1,1,53,4,23.0550558,5.763763949
17101635,2,55,King,1,0,1,0,53033000401,530330004013,11601,1,8,4,2,4/11/17,3,1,0,1,0,1,5,2,,1,2,2,5,4,1,10,0,3,,,,,,,,,,,,,4,5,4,2,2,3,4,5,5,,4,0,0,0,,,0,0,06:28.9,17:13.3,11,1,1,,,,,,,2,1,15.94736384,15.94736384
17101657,2,50,King,1,0,1,0,53033008300,530330083001,11603,21,16,575,4,4/26/17,4,1,1,1,0,0,5,5,,3,2,1,7,4,1,1,0,3,,,,,,,,,,,,,3,4,5,5,1,3,4,3,4,,4,0,0,0,1,0,0,0,51:36.8,05:39.1,14,1,1,,,,,,,5,1,49.55899321,49.55899321
17101667,2,51,King,1,0,1,0,53033006100,530330061003,11603,1,15,363,5,5/2/17,3,4,4,4,0,4,7,9,,5,2,1,7,1,1,3,0,2,,,,,,,,,,,,,5,3,2,5,1,5,1,4,5,,4,0,0,0,1,0,0,0,01:36.1,23:29.8,22,1,1,,,,,,,27,1,557.4,557.4
17101681,2,51,King,1,0,1,0,53033006600,530330066002,11603,1,15,382,3,4/19/17,4,5,1,2,3,2,2,11,5,5,1,1,3,1,1,1,0,3,1,,,,,,,,,,1,1,5,4,4,3,4,5,3,4,5,,1,0,0,0,1,0,0,0,55:38.3,14:39.4,19,1,1,,,,,,,22,1,542.7589357,542.7589357
17101692,2,55,King,1,0,1,0,53033000401,530330004013,11601,1,8,4,9,5/31/17,4,2,2,2,0,2,6,6,,4,2,2,4,4,1,1,40,1,1,53033001701,530330017011,11601,,90,,,,,2,1,4,5,5,5,4,1,2,4,4,,1,0,0,0,1,0,0,0,07:45.4,17:00.0,10,1,1,,,,,,,9,1,13.00042992,13.00042992
17101697,2,51,King,1,0,1,0,53033004700,530330047003,11601,1,5,242,1,4/6/17,5,4,1,2,2,1,1,7,,5,2,2,1,2,1,1,0,3,2,,,,,,0,,89178,,1,1,5,4,2,3,3,4,2,5,4,2,1,0,0,0,1,0,0,0,07:46.6,19:09.9,12,1,1,,,,,,,20,1,29.75636949,29.75636949
17101698,2,55,King,1,0,1,0,53033005400,530330054003,11601,1,29,314,9,5/31/17,4,2,1,2,0,1,7,1,,1,2,2,6,4,1,0,,2,,,,,,,,,,,,,5,5,1,1,1,1,5,5,5,,1,0,0,1,1,0,0,0,48:04.2,57:44.5,9,1,1,,,,,,,4,1,12.975,12.975
17101704,2,2,Snohomish,4,0,0,1,53061050102,530610501021,11702,1,0,2496,5,5/2/17,3,2,2,2,0,2,7,9,,5,2,1,5,2,1,2,0,1,,,,,,,,,,,,,3,5,3,5,3,3,3,3,3,2,1,0,0,0,1,0,0,0,58:26.2,07:11.7,9,1,1,,,,,,,4,1,546.9569922,546.9569922
17101714,2,51,King,1,0,1,0,53033008002,530330080021,11603,20,7,482,1,4/5/17,4,1,1,1,0,1,4,10,,5,2,2,1,4,5,10,0,1,2,,,,,,0,Saratoga,,5,1,1,5,3,3,1,3,3,3,5,5,2,2,0,0,0,1,0,0,0,02:58.1,12:28.1,10,1,1,,,,,,,3,1,235.8234944,235.8234944
17101720,2,2,King,1,0,0,1,53033025804,530330258042,11610,1,0,1337,1,4/4/17,3,2,1,2,0,1,7,11,6,6,2,1,7,1,1,0,,1,,,,,,,,,,,,,3,5,3,3,3,5,3,3,5,,4,0,0,0,,,0,0,57:46.5,19:40.9,22,1,1,,,,,,,10,1,546.9,546.9
17101745,2,55,King,1,0,1,0,53033001200,530330012004,11602,22,26,47,8,5/24/17,4,3,2,2,1,2,2,3,,2,2,2,5,4,1,1,0,1,,,,,,,,,,,,,4,4,4,3,4,4,3,3,3,2,1,1,0,0,1,0,0,0,11:02.8,23:06.2,12,1,1,,,,,,,17,1,13.99058112,13.99058112
17101785,2,56,King,1,0,1,0,53033007300,530330073002,11603,20,14,431,2,4/12/17,4,1,0,1,0,1,4,1,,1,2,2,1,4,1,0,,3,1,53033000100,530330001004,11602,,17,,,,,2,4,3,5,4,3,3,3,3,4,4,,1,0,0,1,1,0,0,0,28:12.3,49:04.8,21,1,1,,,,,,,2,1,89.00838576,89.00838576
17101792,2,11,Snohomish,4,0,0,1,53061041000,530610410004,11703,1,0,2318,4,4/26/17,4,2,2,2,0,0,8,6,,4,2,1,7,1,1,2,0,1,,,,,,,,,,,,,5,5,4,1,4,1,4,1,5,,4,0,0,0,1,0,0,0,15:15.3,32:28.9,17,1,1,,,,,,,4,1,274.3984183,274.3984183
17101852,2,55,King,1,0,1,0,53033005400,530330054003,11601,1,17,314,8,5/23/17,3,4,1,2,2,2,1,7,,5,1,2,1,4,1,0,,2,1,53033005200,530330052003,11602,,309,,,,,2,1,5,4,4,3,4,5,1,5,5,,1,0,0,1,1,0,0,0,05:45.8,16:18.0,11,1,1,,,,,,,15,1,14.08538565,14.08538565
17101853,2,59,King,1,0,1,0,53033005200,530330052005,11602,24,36,307,3,4/18/17,3,3,2,3,0,2,7,7,,5,2,2,4,4,1,2,50,3,1,53033000100,530330001005,11602,,20,,,,,2,4,3,3,4,4,3,3,3,2,4,,1,0,0,0,1,0,0,0,19:58.6,40:15.9,21,1,1,,,,,,,2,1,102,102
17101855,2,51,King,1,0,1,0,53033004700,530330047004,11601,1,5,244,2,4/12/17,4,1,0,1,0,1,3,4,,2,1,2,2,4,1,0,,1,1,53033003200,530330032003,11601,,246,,,,,2,4,5,4,2,1,1,1,4,5,5,,1,0,0,0,1,0,0,0,20:59.7,27:32.8,7,1,1,,,,,,,4,1,23.6814711,23.6814711
17101867,2,53,King,1,0,1,0,53033005200,530330052005,11602,24,36,280,6,5/11/17,5,1,0,1,0,1,3,2,,1,2,2,1,4,1,0,,3,1,53033005301,530330053013,11602,Seattle University Community,304,,,,,2,4,3,5,4,3,4,3,4,5,5,,1,0,0,0,1,0,0,0,48:56.0,58:54.6,10,1,1,,,,,,,6,1,25.37472514,25.37472514
17101873,1,56,King,1,0,1,0,53033009900,530330099004,11605,1,40,700,6,5/9/17,3,2,1,2,0,2,6,11,6,6,2,1,2,2,1,1,0,1,1,53033010500,530330105004,11605,,737,,,,,2,4,5,5,5,1,4,4,2,5,5,1,,0,0,0,,,0,0,28:54.6,36:35.3,8,4,1,1,0,1,1,0,0,51,2,9.11504844,4.55752422
17101882,2,50,King,1,0,1,0,53033008500,530330085003,11603,21,16,609,6,5/9/17,3,1,0,1,0,1,4,1,,1,2,2,7,4,1,10,554,4,,,,,,,,,,,,,4,5,2,1,2,1,4,5,5,2,1,0,0,0,1,0,0,0,09:56.3,18:20.7,9,1,1,,,,,,,2,1,45.81253883,45.81253883
17101886,1,51,King,1,0,1,0,53033007500,530330075002,11604,21,28,554,8,5/23/17,3,1,1,1,0,1,4,8,,5,2,1,6,4,1,0,,3,,,,,,,,,,,,,5,4,4,3,5,3,4,5,5,1,,1,0,0,1,0,0,0,35:46.0,43:36.4,8,1,1,0,0,0,0,0,0,15,1,24.79946246,24.79946246
17101898,2,56,King,1,0,1,0,53033009800,530330098004,11605,1,40,697,1,4/6/17,5,3,2,3,0,2,6,7,,5,1,1,7,1,1,2,0,1,,,,,,,,,,,,,5,4,4,5,5,5,4,4,4,2,1,0,0,0,1,0,0,0,30:39.6,45:08.4,15,1,1,,,,,,,7,1,8.835976399,8.835976399
17101909,2,52,King,1,0,1,0,53033001800,530330018003,11601,1,4,92,9,6/1/17,5,3,2,2,1,2,1,6,,4,1,1,2,2,1,1,0,2,1,53033005802,530330058021,11603,,350,,,,,2,1,5,3,5,1,4,3,1,5,5,,1,0,0,1,1,0,0,0,29:25.9,53:42.8,24,1,1,,,,,,,21,1,23.91472961,23.91472961
17101922,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,8,5/24/17,4,2,1,2,0,2,6,4,,2,2,2,2,4,1,10,90,3,1,53053062801,530530628013,11501,,2951,,,,,2,4,5,5,3,3,2,3,2,4,4,,1,1,0,1,1,0,0,0,11:03.9,30:13.7,19,1,1,,,,,,,9,1,102.3157966,102.3157966
17101928,2,50,King,1,0,1,0,53033008200,530330082002,11603,21,16,572,5,5/3/17,4,2,2,2,0,2,6,11,6,6,2,2,1,4,1,1,190,2,1,53033005200,530330052001,11602,Seattle University Community,307,,,,,2,4,4,4,4,3,3,3,3,4,5,,2,0,0,0,1,0,0,0,24:54.1,36:47.5,12,1,1,,,,,,,7,1,494.8739974,494.8739974
17101944,2,55,King,1,0,1,0,53033001200,530330012003,11602,22,26,67,9,6/1/17,5,2,0,2,0,1,6,7,,5,1,1,3,4,1,1,0,1,2,,,,,,1,,,,2,4,3,4,3,2,3,2,3,5,5,,1,1,0,0,1,0,0,0,29:54.1,40:52.6,11,1,1,,,,,,,4,1,13.53043654,13.53043654
17101947,1,31,King,1,1,0,0,53033032313,530330323134,11607,1,0,1930,3,4/18/17,3,1,1,1,0,1,3,5,,3,2,2,1,4,1,1,0,1,2,,,,,,0,plant city,,9,4,1,5,5,2,1,4,4,5,2,4,1,,0,0,0,1,0,0,0,50:54.8,57:36.6,7,7,1,1,1,1,1,1,1,55,4,6.575,1.64375
17101949,1,50,King,1,0,1,0,53033007100,530330071002,11603,25,38,441,6,5/9/17,3,2,2,2,0,2,7,8,,5,1,2,5,4,1,0,,2,,,,,,,,,,,,,3,5,4,3,3,3,3,5,5,1,,0,0,0,1,1,0,0,04:28.8,24:55.9,20,7,1,1,1,1,1,1,1,119,4,45.8491068,11.4622767
17101953,2,54,King,1,0,1,0,53033009300,530330093001,11605,1,24,649,7,5/17/17,4,2,1,2,0,2,6,7,,5,2,2,1,4,1,1,55,3,2,,,,,,0,Chicago,60645,13,2,4,4,5,5,4,4,1,2,4,5,,1,0,0,0,1,0,0,0,12:20.8,24:05.2,12,1,1,,,,,,,7,1,15.42959021,15.42959021
17101956,2,52,King,1,0,1,0,53033001300,530330013002,11601,1,4,45,5,5/3/17,4,2,2,2,0,2,7,7,,5,2,2,3,4,1,10,0,1,1,53033021000,530330210003,11606,,1878,,,,,1,1,2,2,2,2,2,2,2,2,2,2,4,0,0,1,1,0,0,0,00:09.9,13:57.7,13,1,1,,,,,,,4,1,20.775,20.775
17101985,2,51,King,1,0,1,0,53033007401,530330074011,11603,21,9,428,9,5/31/17,4,2,1,2,0,1,7,5,,3,2,1,4,4,1,1,0,3,1,53033005100,530330051001,11601,,273,,,,,1,1,3,4,1,1,4,1,1,5,5,,2,0,0,0,1,0,0,0,17:52.0,29:29.0,12,1,1,,,,,,,8,1,24.91230466,24.91230466
17101988,2,23,King,1,1,0,0,53033022605,530330226052,11607,1,0,1685,8,5/24/17,4,3,2,2,1,2,1,7,,5,2,2,1,2,1,1,0,1,1,53033032402,530330324022,11616,,1897,,,,,2,4,5,5,3,3,4,3,4,3,4,,2,0,0,0,1,0,0,0,10:23.7,23:39.1,13,1,1,,,,,,,15,1,31.6948788,31.6948788
17102003,2,51,King,1,0,1,0,53033008600,530330086001,11604,21,28,585,4,4/26/17,4,1,1,1,0,1,4,5,,3,2,1,7,4,1,1,0,3,,,,,,,,,,,,,5,5,4,1,5,1,2,5,5,,4,0,0,0,,,0,0,33:19.1,53:13.7,20,1,1,,,,,,,7,1,24.91352664,24.91352664
17102061,2,52,King,1,0,1,0,53033001800,530330018003,11601,1,4,92,1,4/4/17,3,2,1,2,0,2,7,7,,5,2,1,2,1,1,3,0,1,1,53033003200,530330032003,11601,,248,,,,,2,4,4,5,4,2,3,3,4,5,5,2,1,0,0,0,1,0,0,0,43:33.9,59:34.1,16,1,1,,,,,,,9,1,20.775,20.775
17102109,2,54,King,1,0,1,0,53033008100,530330081001,11603,20,12,478,3,4/20/17,5,1,1,1,0,0,4,6,,4,2,1,6,4,1,2,0,3,,,,,,,,,,,,,3,4,4,3,5,3,4,4,5,2,1,0,0,0,1,0,0,0,02:09.9,09:14.6,7,1,1,,,,,,,10,1,20.82422316,20.82422316
17102166,2,51,King,1,0,1,0,53033003200,530330032002,11601,1,5,246,7,5/16/17,3,4,1,2,2,1,1,6,,4,1,2,2,3,1,1,0,1,2,,,,,,0,,55419,,1,1,4,5,1,1,2,4,4,5,5,2,1,0,0,0,1,1,0,0,12:36.9,58:47.9,46,1,1,,,,,,,20,1,50.64666613,50.64666613
17102227,1,57,King,1,0,1,0,53033004302,530330043021,11602,24,31,285,9,5/30/17,3,1,1,1,0,1,3,4,,2,2,2,2,4,1,10,2,1,1,53053060905,530530609055,11502,,2792,,,,,2,4,5,5,1,1,1,1,5,5,5,1,,0,0,1,1,0,0,0,19:04.6,46:36.1,27,6,1,1,1,0,1,1,1,52,4,7.240755307,1.810188827
