hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_city,prev_work_notwa_zip,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17100441,1710044102,2,52,2,5/3/17,1,,1,10,1,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,5,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,,0,1,5,1,22.99584803,22.99584803
17100458,1710045801,1,33,2,4/11/17,0,,1,8,1,3,1,1,1,,7,1,1,3,,0,0,0,0,0,0,1,0,0,1,5,4,1,3,9,1,5,,,King County,53033023804,530330238043,11608,Bellevue,1550,1,King County,53033032103,530330321031,11609,Issaquah,1448,,,,,,,,,,,,1,6,6,3,7,7,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,4,2,4,1,3,6,6,6,2,2,2,2,6,,0,0,9,1,12.5,12.5
17100477,1710047701,1,31,2,4/20/17,0,,1,7,4,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,0,0,1,1,2,2,1,3,2,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1612,3,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,3,1,2,2,5,5,5,5,5,5,5,4,4,4,4,4,6,3,6,4,4,4,4,4,,0,0,5,1,157.4995305,157.4995305
17100477,1710047702,2,31,2,4/20/17,1,,2,6,4,7,,0,1,,7,1,13,1,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,4,4,4,4,4,6,3,6,4,4,4,4,4,,0,0,0,1,157.4995305,157.4995305
17100477,1710047703,3,31,2,4/20/17,2,,3,1,4,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,157.4995305,157.4995305
17100477,1710047704,4,31,2,4/20/17,2,,3,1,4,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,157.4995305,157.4995305
17100482,1710048201,1,52,2,4/4/17,0,,1,9,2,1,2,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,1,1,5,9,6,5,,,King County,53033004200,530330042003,11602,Seattle University Community,291,,,,,,,,,,,,,,,,,,,1,7,6,6,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,4,2,4,2,2,2,3,2,,0,0,3,1,35.09982993,35.09982993
17100492,1710049201,1,50,2,4/26/17,0,,1,10,2,3,1,1,1,,6,1,1,6,,0,0,0,0,0,0,1,0,0,2,5,4,1,,9,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,2,7,7,,,,,,,,,,,,,,,,,2,3,2,5,6,5,2,2,3,2,2,2,4,4,4,5,5,5,5,5,,0,0,3,1,45.81289465,45.81289465
17100501,1710050101,1,58,1,5/9/17,0,0,1,6,2,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,4,7,,,,,King County,53033023804,530330238043,11608,Bellevue,1550,1,King County,53033007500,530330075001,11604,Seattle First Hill/Capitol Hill,425,,,,,,,,,,,,1,1,7,3,6,3,2,2,1,3,3,3,3,3,3,3,3,,3,1,3,2,2,2,3,2,4,3,2,2,3,3,2,2,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,28,2,30.39673265,15.19836632
17100563,1710056301,1,52,2,5/18/17,0,,1,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,2,1,5,9,2,5,,,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,,,,,,,,1,5,4,2,7,5,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,0,0,4,1,22.28540434,22.28540434
17100569,1710056901,1,52,2,4/26/17,0,,1,6,1,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,0,0,1,1,2,2,8,5,7,,,,,King County,53033023804,530330238043,11608,Bellevue,1551,,,,,,,,,,,,,,,,,,,1,2,7,2,6,6,2,2,1,3,3,3,3,3,3,3,3,,4,4,2,4,1,1,1,1,1,1,1,4,3,1,2,4,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,43.91573358,43.91573358
17100590,1710059001,1,51,1,5/2/17,0,0,1,5,2,1,2,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,8,,,,,King County,53033007200,530330072001,11603,Seattle Downtown,486,1,King County,53033028300,530330283003,11611,,1016,,,,,,,,,,,,1,2,7,2,7,4,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,2,2,2,1,1,2,1,1,4,2,5,2,3,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,40,4,87.76402417,21.94100604
17100627,1710062701,1,51,2,5/10/17,0,,1,7,2,1,1,1,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,1,2,3,8,2,6,,,,,King County,53033005301,530330053013,11602,Seattle University Community,304,3,,,,,,,,,,,,,,,,,,1,2,3,3,7,5,2,2,2,1,3,3,3,3,3,3,3,,3,1,3,2,5,3,4,4,4,5,3,1,2,2,1,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,8,1,23.25423746,23.25423746
17100652,1710065201,1,42,1,4/11/17,0,1,2,6,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,0,0,1,1,3,2,1,2,2,1,5,,,King County,53033022802,530330228023,11607,,1645,1,King County,53033022803,530330228033,11607,Redmond-Overlake,1617,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,1,1,2,2,1,5,2,1,5,1,3,1,3,1,1,1,3,1,3,3,6,6,4,2,1,1,0,51,4,63.27346012,15.81836504
17100652,1710065202,2,42,1,4/11/17,1,0,3,5,2,5,,0,1,,6,3,,2,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,3,7,7,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,27,4,63.27346012,15.81836504
17100652,1710065203,3,42,1,4/11/17,2,0,3,1,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,63.27346012,15.81836504
17100654,1710065401,1,23,1,5/30/17,0,1,2,8,2,5,,0,1,,6,1,2,1,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,1,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,30,4,24.12668167,6.031670415
17100654,1710065402,2,23,1,5/30/17,1,0,1,8,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,0,0,1,1,2,2,1,5,2,1,5,,,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,,,,,,,,1,7,7,6,7,7,,,,,,,,,,,,,2,1,2,2,1,5,1,5,1,5,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,0,0,26,4,24.12668167,6.031670415
17100654,1710065403,3,23,1,5/30/17,2,0,3,3,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032324,530330323244,11607,,1682,1,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,4,24.12668167,6.031670415
17100663,1710066301,1,43,2,4/13/17,0,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,4,7,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,3,,,,,,,,,,,,,,,,,,1,7,6,3,7,7,,,,,,,,,,,,,2,1,2,2,1,4,1,5,1,5,1,4,1,4,2,2,5,5,5,5,5,4,5,4,,0,0,5,1,4.275,4.275
17100673,1710067301,1,2,2,5/11/17,0,,1,6,1,1,1,1,1,,7,1,2,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,4,8,2,5,,,King County,53033025301,530330253013,11610,Renton,1409,1,King County,53033008100,530330081002,11603,Seattle Downtown,531,,,,,,,,,,,,1,7,7,5,7,6,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,1,2,1,3,2,2,1,1,2,5,5,5,5,4,,0,0,2,1,546.9,546.9
17100673,1710067302,2,2,2,5/11/17,1,,1,6,2,1,1,1,1,,7,1,1,2,1,0,0,0,0,0,0,1,0,0,1,3,2,1,1,9,1,5,,,King County,53033023603,530330236031,11608,,1565,3,,,,,,,,,,,,,,,,,,1,6,6,5,7,6,,,,,,,,,,,,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,,0,0,2,1,546.9,546.9
17100675,1710067501,1,2,1,5/30/17,0,0,1,8,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,7,7,2,5,,,Snohomish County,53061051925,530610519252,11704,Bothell Canyon Park,2564,,,,,,,,,,,,,,,,,,,1,6,7,5,7,6,,,,,,,,,,,,,3,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,4,4,4,5,5,5,5,5,2,0,1,32,3,976.3255537,325.4418512
17100681,1710068101,1,55,2,5/24/17,0,,1,6,1,1,1,1,1,,7,1,1,2,2,1,1,0,0,0,0,0,0,0,1,2,2,8,1,8,,,,,King County,53033007200,530330072001,11603,Seattle Downtown,486,1,King County,53033009300,530330093002,11605,Seattle Downtown,632,,,,,,,,,,,,1,3,4,1,7,5,2,2,1,3,3,3,3,3,3,2,2,,4,4,3,3,1,2,1,1,3,1,2,3,2,3,3,2,1,2,2,2,2,2,2,2,,0,1,3,1,13.38094457,13.38094457
17100681,1710068102,2,55,2,5/24/17,1,,2,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,3,9,,,,,King County,53033007600,530330076003,11604,Seattle First Hill/Capitol Hill,555,2,,,,,,,seattle,,44,0,,,,,,,,1,3,2,2,7,5,2,2,1,3,3,3,3,3,3,3,2,,1,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,,,,,,,0,1,2,1,13.38094457,13.38094457
17100717,1710071701,1,12,2,4/26/17,0,,1,9,1,6,,0,1,,6,1,,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,6,7,2,2,2,3,1,2,3,3,3,3,3,,,,,,3,2,,,4,2,2,2,2,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,3,1,2182.77397,2182.77397
17100739,1710073901,1,2,2,5/11/17,0,,1,8,2,6,,0,1,,3,1,1,2,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,,,,,,,,,,,,,,,,,5,3,,,5,3,3,1,1,1,1,1,6,3,3,4,6,3,5,6,,0,0,7,1,1112.809993,1112.809993
17100739,1710073902,2,2,2,5/11/17,2,,2,5,2,7,,0,3,6,6,1,1,1,2,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Pierce County,53053061602,530530616021,11501,Tacoma Downtown,2904,1,7,7,5,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,,0,0,0,1,1112.809993,1112.809993
17100739,1710073903,3,2,2,5/11/17,3,,2,12,2,7,,0,1,,2,3,,6,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,3,3,3,3,3,6,6,6,6,6,6,6,6,,0,0,3,1,1112.809993,1112.809993
17100760,1710076001,1,2,2,5/2/17,0,,2,8,1,2,1,1,1,,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,1,7,17,5,9,,,,,Aleutians West,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,1,1,5,2,6,3,3,2,2,1,1,1,2,2,4,3,3,5,5,5,5,5,,0,0,8,1,1473.628476,1473.628476
17100760,1710076002,2,2,2,5/2/17,1,,2,8,2,1,1,1,1,,1,1,1,2,2,1,0,0,1,0,0,0,0,0,1,1,1,1,5,9,1,1,,1,King County,53033029700,530330297003,11613,Kent,1255,,,,,,,,,,,,,,,,,,,1,7,7,4,7,7,,,,,,,,,,,,,1,1,1,1,5,1,4,3,2,2,2,1,1,1,1,1,6,4,4,5,5,5,5,5,,0,0,4,1,1473.628476,1473.628476
17100760,1710076003,3,2,2,5/2/17,2,,3,4,2,,0,0,,3,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033009500,530330095004,11604,,665,1,2,7,4,7,7,2,3,2,3,3,3,3,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,1,1473.628476,1473.628476
17100760,1710076004,4,2,2,5/2/17,2,,2,5,1,7,,0,3,6,3,1,3,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,King County,53033021804,530330218042,11606,,1798,1,2,7,2,7,7,2,3,3,1,3,3,3,3,3,3,3,3,,,,,2,1,,,1,1,1,2,1,2,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,1473.628476,1473.628476
17100761,1710076101,1,23,2,4/19/17,0,,1,7,2,5,,0,3,6,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,7,7,1,7,6,,,,,,,,,,,,,,,,,5,2,,,5,5,4,1,1,2,1,2,5,5,4,3,5,5,5,5,,0,0,17,1,24.84657905,24.84657905
17100761,1710076102,2,23,2,4/19/17,1,,3,7,1,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,2,2,2,1,,2,2,1,100,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,1,7,5,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,24.84657905,24.84657905
17100761,1710076103,3,23,2,4/19/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032328,530330323282,11616,,1926,1,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,1,24.84657905,24.84657905
17100761,1710076104,4,23,2,4/19/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032327,530330323271,11616,,1901,1,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,1,24.84657905,24.84657905
17100789,1710078901,1,2,2,4/26/17,0,,1,7,1,1,1,1,1,,7,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,2,7,1,7,,,,,King County,53033024800,530330248003,11608,,1468,3,,,,,,,,,,,,,,,,,,1,7,7,2,7,6,,,,,,,,,,,,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,0,0,2,1,550.0377677,550.0377677
17100789,1710078902,2,2,2,4/26/17,1,,1,7,2,7,,0,1,,7,2,,1,2,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,6,6,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,0,0,0,1,550.0377677,550.0377677
17100789,1710078903,3,2,2,4/26/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033024800,530330248002,11608,,1470,1,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,550.0377677,550.0377677
17100794,1710079401,1,32,2,5/4/17,0,,1,7,2,7,,0,1,,7,1,1,6,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,4,2,1,3,1,1,5,5,5,5,5,5,5,5,,0,0,2,1,24.90858161,24.90858161
17100794,1710079402,2,32,2,5/4/17,5,,2,7,1,7,,0,1,,7,1,13,6,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,,,,,3,3,,,1,3,2,3,3,3,2,2,5,3,5,5,5,5,5,5,,0,0,0,1,24.90858161,24.90858161
17100794,1710079403,3,32,2,5/4/17,5,,2,7,1,7,,0,1,,6,1,13,6,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,7,5,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,3,1,1,4,4,2,5,5,5,5,5,,0,0,0,1,24.90858161,24.90858161
17100800,1710080001,1,22,2,4/13/17,0,,1,9,1,1,1,1,1,,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,7,9,2,5,,,King County,53033032309,530330323091,11607,Redmond Downtown,1657,,,,,,,,,,,,,,,,,,,1,6,6,3,7,6,,,,,,,,,,,,,3,3,3,3,5,5,5,5,5,5,5,1,1,1,1,1,5,5,5,6,5,6,6,6,,1,0,5,1,16.1,16.1
17100807,1710080701,1,54,2,5/31/17,0,,1,9,1,3,1,1,1,,7,1,1,1,1,0,0,0,0,0,0,1,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,7,6,2,2,1,3,3,3,3,3,3,3,2,,,,,,4,4,,,5,5,4,1,1,2,1,1,3,2,2,3,3,3,3,3,,0,0,4,1,15.50055802,15.50055802
17100818,1710081801,1,55,1,5/2/17,0,0,1,9,1,1,1,1,1,,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,5,9,1,5,,,King County,53033005900,530330059001,11603,,341,,,,,,,,,,,,,,,,,,,1,6,6,7,7,7,,,,,,,,,,,,,3,1,1,1,2,1,2,5,2,5,2,2,1,3,1,2,5,5,5,2,2,2,2,2,1,1,0,34,3,12.98753592,4.329178642
17100822,1710082201,1,54,2,4/20/17,0,,1,9,1,1,1,1,1,,7,1,13,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,6,6,,,,,King County,53033008100,530330081001,11603,Seattle Downtown,540,,,,,,,,,,,,,,,,,,,1,1,6,1,3,3,2,2,1,3,3,3,3,3,3,3,3,,3,1,1,1,1,2,1,3,1,1,1,1,1,2,1,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,6,1,15.87428568,15.87428568
17100822,1710082202,2,54,2,4/20/17,1,,2,9,2,4,,0,2,6,7,1,13,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,King County,53033008001,530330080013,11603,Seattle Downtown,446,1,1,1,1,3,4,2,2,1,3,3,3,3,3,3,3,3,3,,,,,1,2,,,1,1,1,1,1,1,1,2,,,,,,,,,,0,0,2,1,15.87428568,15.87428568
17100834,1710083401,1,57,1,4/11/17,0,0,1,5,2,7,,0,3,6,3,3,,2,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,King County,,,,,,,,,,2,King County,53033008400,530330084001,11603,Seattle First Hill/Capitol Hill,552,1,1,7,1,7,2,2,3,1,3,3,3,3,3,3,3,3,3,,,,,6,6,,,1,1,1,2,1,2,1,2,,,,-9999,-9999,-9999,-9999,-9999,2,0,1,31,1,7.112845225,7.112845225
17100834,1710083402,2,57,1,4/11/17,1,0,1,5,1,2,1,1,3,6,3,1,,2,2,1,1,1,0,0,0,0,0,0,1,4,4,3,1,7,2,5,,,King County,53033010300,530330103005,11604,,721,1,King County,53033007900,530330079004,11604,Seattle First Hill/Capitol Hill,556,,,,,2,King County,53033008400,530330084001,11603,Seattle First Hill/Capitol Hill,552,1,2,7,5,7,1,2,3,1,3,3,3,3,3,3,3,1,3,1,2,1,1,2,6,3,1,2,1,2,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,2,0,1,53,1,7.112845225,7.112845225
17100836,1710083601,1,55,2,4/11/17,0,,1,8,1,1,1,1,1,,5,1,1,1,2,1,0,0,0,0,0,1,0,0,1,1,2,1,5,9,1,5,,,Snohomish County,53061041304,530610413042,11702,,2309,,,,,,,,,,,,,,,,,,,1,7,6,1,7,7,,,,,,,,,,,,,3,2,1,2,5,5,5,5,5,5,2,1,1,1,1,1,5,5,5,4,4,5,5,4,,0,0,2,1,14.07639451,14.07639451
17100836,1710083602,2,55,2,4/11/17,1,,2,8,2,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,4,9,3,5,,,King County,53033001600,530330016001,11601,,39,1,King County,53033004301,530330043011,11602,Seattle University Community,289,,,,,,,,,,,,1,7,6,3,7,7,,,,,,,,,,,,,1,1,1,1,5,5,5,5,5,5,5,1,2,1,1,1,3,3,3,3,3,3,3,3,,0,0,4,1,14.07639451,14.07639451
17100836,1710083603,3,55,2,4/11/17,2,,3,2,2,,,0,,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033005000,530330050001,11601,,273,1,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,14.07639451,14.07639451
17100837,1710083701,1,51,2,4/11/17,0,,1,7,2,1,2,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,7,5,9,,,,,King County,53033007500,530330075004,11604,Seattle First Hill/Capitol Hill,566,,,,,,,,,,,,,,,,,,,1,5,7,1,6,5,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,3,5,4,6,6,5,6,6,1,1,1,1,1,4,4,4,6,6,6,6,6,,0,0,5,1,27.34433632,27.34433632
17100859,1710085901,1,56,2,5/31/17,0,,1,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,3,8,5,6,,,,,King County,53033023804,530330238041,11608,Bellevue,1544,,,,,,,,,,,,,,,,,,,1,3,3,1,7,7,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,3,1,1,1,1,2,1,1,2,1,4,3,3,1,1,1,2,2,2,2,2,,0,0,8,1,8.871607631,8.871607631
17100859,1710085902,2,56,2,5/31/17,1,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,2,8,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,529,1,King County,53033024800,530330248003,11608,,1468,,,,,,,,,,,,1,3,3,5,7,7,2,3,1,3,3,3,3,3,3,3,3,,3,1,1,1,1,2,1,1,3,2,1,2,1,1,2,3,2,2,2,2,2,3,3,2,,0,0,3,1,8.871607631,8.871607631
17100868,1710086801,1,50,1,5/30/17,0,0,1,8,2,1,2,1,1,,7,1,,2,2,1,0,0,0,0,0,0,0,1,2,2,1,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,1,7,5,2,1,1,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,3,3,5,2,3,5,5,5,2,5,,,,-9999,-9999,-9999,-9999,-9999,2,0,0,24,1,45.99476267,45.99476267
17100868,1710086802,2,50,1,5/30/17,1,0,1,8,1,1,1,1,1,,4,1,,1,2,1,0,0,0,0,0,1,0,0,1,2,2,7,1,9,,,,,King County,53033007300,530330073003,11603,Seattle Downtown,487,2,,,,,,,Durango,,6,0,,,,,,,,1,5,7,5,7,5,2,1,1,3,3,3,3,3,3,3,3,,1,1,3,4,2,5,4,2,2,4,5,3,1,1,3,3,6,6,3,5,5,5,5,5,1,0,0,13,1,45.99476267,45.99476267
17100889,1710088901,1,43,2,4/4/17,0,,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,1,8,1,5,,,King County,53033032313,530330323132,11607,,1910,2,,,,,,,Madison,53593,50,0,,,,,,,,1,6,7,5,7,5,,,,,,,,,,,,,2,1,2,4,1,1,1,1,2,1,1,4,2,4,2,2,4,4,4,6,6,6,6,6,,0,0,5,1,4.275,4.275
17100892,1710089201,1,42,2,5/16/17,0,,1,6,1,1,1,1,1,,7,1,1,3,,0,0,0,0,0,0,1,0,0,1,2,2,1,5,8,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1616,,,,,,,,,,,,,,,,,,,1,6,6,3,7,7,,,,,,,,,,,,,2,2,3,4,3,3,1,5,2,4,2,2,3,3,3,3,6,3,3,5,5,5,5,5,,0,0,4,1,2.65,2.65
17100892,1710089202,2,42,2,5/16/17,1,,2,6,2,7,,0,3,6,6,1,13,2,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,King County,53033022603,530330226031,11607,,1715,1,3,6,3,7,6,2,2,1,3,3,3,3,3,3,3,3,4,,,,,2,3,,,6,3,5,2,2,2,2,2,6,1,2,5,5,5,5,5,,0,0,2,1,2.65,2.65
17100907,1710090701,1,13,1,5/16/17,0,0,1,7,4,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,1,3,4,8,4,9,,,,,King County,53033008500,530330085003,11603,Seattle First Hill/Capitol Hill,609,2,,,,,,,San Francisco,,5,0,,,,,,,,1,3,7,3,5,3,2,2,1,3,3,3,3,3,3,3,3,,1,3,1,1,2,2,2,2,5,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,35,4,523.8825766,130.9706441
